input_size,sample_num,runtime
13,4096,53.4283
14,4096,56.1297
15,4096,53.338501
16,4096,52.483599
17,4096,52.135898999999995
18,4096,51.799099999999996
19,4096,53.614000999999995
20,4096,54.822399
21,4096,60.244101
22,4096,59.047399
23,4096,54.378699999999995
24,4096,56.713499999999996
25,4096,54.512800999999996
26,4096,55.616800999999995
27,4096,52.9266
28,4096,54.553000999999995
29,4096,54.297301
30,4096,61.6372
31,4096,57.042700999999994
32,4096,59.658300999999994
33,4096,61.228199999999994
34,4096,55.4766
35,4096,53.3043
36,4096,54.113699
37,4096,53.675799999999995
38,4096,53.662099999999995
39,4096,52.7003
40,4096,51.726600999999995
41,4096,52.946200999999995
42,4096,53.682598999999996
43,4096,59.278099999999995
44,4096,61.515899999999995
45,4096,55.349201
46,4096,53.645700999999995
47,4096,53.8826
48,4096,55.4435
49,4096,54.351099999999995
50,4096,54.034499999999994
51,4096,60.1408
52,4096,54.852399999999996
53,4096,53.983000999999994
54,4096,51.545398999999996
55,4096,71.179801
56,4096,62.7532
57,4096,54.903698999999996
58,4096,53.610099999999996
59,4096,53.790200999999996
60,4096,53.1999
61,4096,53.569599999999994
62,4096,53.634899999999995
63,4096,53.0475
64,4096,51.862899999999996
65,4096,55.539998999999995
66,4096,56.994501
67,4096,60.797498999999995
68,4096,56.4353
69,4096,52.7114
70,4096,54.139799
71,4096,53.4473
72,4096,55.053799999999995
73,4096,60.575900999999995
74,4096,54.399398999999995
75,4096,53.5884
76,4096,54.638799999999996
77,4096,57.672399999999996
78,4096,65.70429899999999
79,4096,62.893499999999996
80,4096,61.218199999999996
81,4096,60.
