input_size,sample_num,runtime
2,512,1.1382999999999999
3,512,1.1092
4,512,1.8287
5,512,1.3392009999999999
6,512,1.2635999999999998
7,512,1.1074
8,512,1.090701
9,512,1.2763989999999998
10,512,1.098999
11,512,1.3125989999999998
12,512,1.443601
13,512,1.1438
14,512,1.6031989999999998
15,512,1.5866
16,512,1.106101
17,512,1.100399
18,512,1.2187
19,512,1.395599
20,512,1.4515
21,512,1.679099
22,512,1.7001
23,512,1.1069
24,512,1.1168989999999999
25,512,1.6258
26,512,1.2366
27,512,1.3977
28,512,1.1072009999999999
29,512,1.6679009999999999
30,512,2.0873
31,512,1.6512
32,512,1.351299
33,512,1.1242999999999999
34,512,1.117799
35,512,1.2109999999999999
36,512,1.304899
37,512,1.253299
38,512,1.5335999999999999
39,512,1.0765989999999999
40,512,1.1303999999999998
41,512,1.092399
42,512,1.050799
43,512,1.0865989999999999
44,512,1.0953
45,512,1.076501
46,512,1.0787
47,512,1.066601
48,512,1.0702
49,512,1.065801
50,512,1.057499
1,1024,4.0607
2,1024,4.0961989999999995
3,1024,4.456799
4,1024,4.130599999999999
5,1024,4.281
6,1024,4.090999
7,1024,4.0057
8,1024,4.4697
9,1024,4.035299999999999
10,1024,4.012499
11,1024,4.358101
12,1024,4.122199999999999
13,1024,3.9608999999999996
14,1024,3.8684999999999996
15,1024,4.2055
16,1024,3.9488
17,1024,3.9632009999999998
18,1024,5.7341
19,1024,3.9726999999999997
20,1024,3.955901
21,1024,4.2859
22,1024,3.980399
23,1024,3.8766
24,1024,4.2721
25,1024,4.091
26,1024,4.0041
27,1024,4.3629999999999995
28,1024,3.8634
29,1024,3.8958
30,1024,4.4333
31,1024,3.7950999999999997
32,1024,3.838301
33,1024,3.9760999999999997
34,1024,4.5565
35,1024,3.9202
36,1024,4.1347
37,1024,3.8426989999999996
38,1024,3.8763989999999997
39,1024,3.9863
40,1024,3.8268999999999997
41,1024,3.8569009999999997
42,1024,3.8434999999999997
43,1024,4.1883989999999995
44,1024,4.5324
45,1024,3.7824009999999997
46,1024,3.8301
47,1024,4.1197989999999995
48,1024,3.8920999999999997
49,1024,3.916201
50,1024,4.381599
1,2048,14.757100999999999
2,2048,20.037699
3,2048,14.6852
4,2048,13.848398999999999
5,2048,13.391501
6,2048,13.7911
7,2048,15.397801
8,2048,13.290799999999999
9,2048,13.337999
10,2048,13.480198999999999
11,2048,13.704099999999999
12,2048,13.346
13,2048,13.530201
14,2048,13.167000999999999
15,2048,13.1261
16,2048,13.092300999999999
17,2048,13.0586
18,2048,13.008
19,2048,14.258101
20,2048,13.163699
21,2048,13.2013
22,2048,13.222201
23,2048,14.592699999999999
24,2048,16.1296
25,2048,19.4819
26,2048,15.432201
27,2048,14.7599
28,2048,19.346899999999998
29,2048,23.4739
30,2048,22.5014
31,2048,19.6409
32,2048,17.015801
33,2048,17.6038
34,2048,15.823699999999999
35,2048,17.1728
36,2048,14.692898999999999
37,2048,14.1769
38,2048,14.056199999999999
39,2048,15.0215
40,2048,13.2682
41,2048,13.791098999999999
42,2048,13.648499
43,2048,14.903001
44,2048,13.129698999999999
45,2048,13.610199
46,2048,13.4344
47,2048,13.2136
48,2048,13.3941
49,2048,14.542900999999999
50,2048,13.9043
1,4096,56.211999999999996
2,4096,58.023399999999995
3,4096,60.209201
4,4096,58.079299
5,4096,58.580099999999995
6,4096,72.175501
7,4096,60.078599
8,4096,56.7022
9,4096,62.781698999999996
10,4096,56.878
11,4096,62.399401
12,4096,55.181799
13,4096,54.548398999999996
14,4096,65.8885
15,4096,56.805699999999995
16,4096,57.458099999999995
17,4096,64.7115
18,4096,58.712601
19,4096,59.289699999999996
20,4096,55.761599999999994
21,4096,54.0072
22,4096,53.028999999999996
23,4096,53.897600999999995
24,4096,51.995999999999995
25,4096,59.979099
26,4096,61.964099999999995
27,4096,65.605899
28,4096,73.90889899999999
29,4096,80.1298
30,4096,67.0373
31,4096,89.5346
32,4096,64.061799
33,4096,58.5438
34,4096,57.405699
35,4096,54.8686
36,4096,54.154399999999995
37,4096,54.8232
38,4096,55.0151
39,4096,56.1072
40,4096,52.886098999999994
41,4096,55.4743
42,4096,53.3182
43,4096,54.425199
44,4096,52.321099
45,4096,52.371399999999994
46,4096,54.424800999999995
47,4096,52.4809
48,4096,59.6429
49,4096,54.1359
50,4096,54.942699999999995
1,8192,279.560501
2,8192,294.13419999999996
3,8192,292.3554
4,8192,280.4465
5,8192,330.3827
6,8192,283.0574
7,8192,298.1979
8,8192,291.17949999999996
9,8192,286.1882
10,8192,286.443601
11,8192,352.78499999999997
12,8192,373.554
13,8192,326.0799
14,8192,339.8923
15,8192,323.7211
16,8192,388.6227
17,8192,320.739001
18,8192,305.2609
19,8192,466.8023
20,8192,420.10499999999996
21,8192,295.4176
22,8192,323.25330099999996
23,8192,282.4284
24,8192,318.46819899999997
25,8192,340.084
26,8192,427.186401
27,8192,318.2098
28,8192,358.4161
29,8192,347.078699
30,8192,338.6054
31,8192,300.895899
32,8192,318.954499
33,8192,296.674101
34,8192,307.351301
35,8192,337.5147
36,8192,314.46120099999996
37,8192,354.58189999999996
38,8192,294.3222
39,8192,294.12129899999996
40,8192,282.52479999999997
41,8192,320.8171
42,8192,304.2824
43,8192,298.7496
44,8192,302.70009999999996
45,8192,275.5038
46,8192,293.581799
47,8192,277.8951
4
